S_No,Location,City,Zone_Type,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Base_2019_Day_dB,Base_2019_Night_dB,Zone_Category
6,Velachery,Chennai,Residential,2020,7,Jul,72.54,61.85,76.0,65.0,High
6,Velachery,Chennai,Residential,2020,8,Aug,73.42,62.15,76.0,65.0,High
6,Velachery,Chennai,Residential,2020,9,Sep,72.15,62.39,76.0,65.0,High
6,Velachery,Chennai,Residential,2020,10,Oct,71.94,61.89,76.0,65.0,High
6,Velachery,Chennai,Residential,2020,11,Nov,71.0,61.79,76.0,65.0,High
6,Velachery,Chennai,Residential,2020,12,Dec,72.44,62.14,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,1,Jan,74.4,63.0,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,2,Feb,73.31,63.35,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,3,Mar,74.53,64.24,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,4,Apr,73.95,64.61,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,5,May,74.92,64.03,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,6,Jun,74.19,63.34,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,7,Jul,74.81,63.83,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,8,Aug,73.56,63.08,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,9,Sep,73.93,64.27,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,10,Oct,73.57,62.7,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,11,Nov,73.28,62.99,76.0,65.0,High
6,Velachery,Chennai,Residential,2021,12,Dec,72.15,63.08,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,1,Jan,75.98,65.38,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,2,Feb,77.22,65.75,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,3,Mar,76.87,65.26,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,4,Apr,78.59,65.92,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2022,5,May,77.51,66.09,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,6,Jun,77.3,65.84,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,7,Jul,76.61,65.48,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,8,Aug,76.68,65.28,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,9,Sep,76.24,65.54,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,10,Oct,76.07,65.8,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,11,Nov,74.57,65.44,76.0,65.0,High
6,Velachery,Chennai,Residential,2022,12,Dec,76.62,64.17,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,1,Jan,76.43,65.35,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,2,Feb,76.1,65.39,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,3,Mar,76.94,66.8,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,4,Apr,78.27,66.81,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2023,5,May,78.36,66.05,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2023,6,Jun,77.44,66.5,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,7,Jul,76.79,66.39,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,8,Aug,77.08,65.75,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,9,Sep,77.46,66.08,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,10,Oct,76.52,66.06,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,11,Nov,75.86,65.65,76.0,65.0,High
6,Velachery,Chennai,Residential,2023,12,Dec,76.8,65.28,76.0,65.0,High
6,Velachery,Chennai,Residential,2024,1,Jan,77.56,65.4,76.0,65.0,High
6,Velachery,Chennai,Residential,2024,2,Feb,78.06,66.03,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,3,Mar,78.04,66.92,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,4,Apr,78.25,66.14,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,5,May,78.02,67.14,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,6,Jun,77.86,67.4,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,7,Jul,77.16,67.18,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,8,Aug,78.11,66.26,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,9,Sep,77.63,66.46,76.0,65.0,Critical
6,Velachery,Chennai,Residential,2024,10,Oct,77.48,66.44,76.0,65.0,High
6,Velachery,Chennai,Residential,2024,11,Nov,77.26,65.86,76.0,65.0,High
6,Velachery,Chennai,Residential,2024,12,Dec,77.12,65.78,76.0,65.0,High
7,Washermanpet,Chennai,Commercial,2020,1,Jan,70.25,61.02,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,2,Feb,69.63,62.2,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,3,Mar,71.09,62.23,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,4,Apr,71.31,62.64,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,5,May,71.23,62.39,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,6,Jun,71.3,62.11,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,7,Jul,71.1,61.62,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,8,Aug,71.21,62.29,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,9,Sep,70.73,62.49,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,10,Oct,71.03,62.21,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,11,Nov,68.98,61.09,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2020,12,Dec,69.69,61.61,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,1,Jan,73.86,63.91,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,2,Feb,73.89,64.1,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,3,Mar,74.19,64.24,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,4,Apr,74.34,64.46,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,5,May,74.51,65.62,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,6,Jun,74.23,66.05,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,7,Jul,74.65,64.87,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,8,Aug,73.77,64.88,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,9,Sep,73.81,64.65,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,10,Oct,74.98,64.26,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,11,Nov,73.97,63.82,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2021,12,Dec,73.48,64.81,77.0,67.0,High
7,Washermanpet,Chennai,Commercial,2022,1,Jan,77.29,68.22,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,2,Feb,78.15,67.48,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,3,Mar,78.82,68.49,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,4,Apr,79.11,67.67,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,5,May,78.64,68.4,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,6,Jun,78.66,68.55,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,7,Jul,78.49,67.57,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,8,Aug,78.39,68.14,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,9,Sep,78.38,68.33,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,10,Oct,78.12,67.78,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,11,Nov,77.36,66.74,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2022,12,Dec,77.71,67.48,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,1,Jan,78.74,67.69,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,2,Feb,78.26,68.82,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,3,Mar,79.48,69.07,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,4,Apr,79.81,69.01,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,5,May,80.47,68.99,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,6,Jun,79.75,68.82,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,7,Jul,79.18,68.68,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,8,Aug,79.31,68.41,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,9,Sep,79.73,68.24,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,10,Oct,78.61,68.12,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,11,Nov,79.12,68.18,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2023,12,Dec,79.02,67.51,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,1,Jan,79.73,69.26,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,2,Feb,79.84,69.53,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,3,Mar,80.24,70.06,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,4,Apr,81.95,69.55,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,5,May,80.78,70.48,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,6,Jun,81.49,69.49,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,7,Jul,80.19,69.39,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,8,Aug,79.53,68.93,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,9,Sep,79.6,68.99,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,10,Oct,79.68,69.09,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,11,Nov,80.18,68.4,77.0,67.0,Critical
7,Washermanpet,Chennai,Commercial,2024,12,Dec,79.99,68.71,77.0,67.0,Critical
8,Anna Nagar,Chennai,Silence,2020,1,Jan,61.68,52.47,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,2,Feb,61.34,52.55,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,3,Mar,62.68,53.0,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,4,Apr,63.04,53.98,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,5,May,62.78,52.99,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,6,Jun,62.49,52.78,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,7,Jul,62.18,53.28,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,8,Aug,63.01,52.37,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,9,Sep,61.78,52.79,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,10,Oct,61.52,52.55,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,11,Nov,61.6,51.49,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2020,12,Dec,62.37,52.82,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,1,Jan,62.89,53.54,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,2,Feb,63.54,54.03,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,3,Mar,64.43,55.1,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,4,Apr,64.31,54.18,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,5,May,63.91,54.41,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,6,Jun,64.28,55.22,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,7,Jul,63.74,54.39,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,8,Aug,63.79,54.58,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,9,Sep,64.96,53.89,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,10,Oct,63.06,54.22,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,11,Nov,63.34,54.34,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2021,12,Dec,63.39,53.46,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,1,Jan,65.3,55.34,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,2,Feb,65.61,55.3,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,3,Mar,66.43,55.97,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,4,Apr,66.89,55.96,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,5,May,66.32,55.96,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,6,Jun,66.7,55.37,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,7,Jul,65.98,55.34,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,8,Aug,65.61,55.81,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,9,Sep,65.6,55.32,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,10,Oct,64.42,55.3,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,11,Nov,65.12,55.67,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2022,12,Dec,64.75,54.89,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,1,Jan,65.42,55.73,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,2,Feb,65.45,55.41,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,3,Mar,66.5,55.77,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,4,Apr,66.28,55.98,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,5,May,67.24,55.69,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,6,Jun,66.47,55.62,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,7,Jul,66.7,55.09,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,8,Aug,65.62,55.65,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,9,Sep,66.58,55.47,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,10,Oct,65.12,55.95,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,11,Nov,64.38,54.12,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2023,12,Dec,65.42,54.8,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,1,Jan,65.19,55.68,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,2,Feb,66.02,55.37,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,3,Mar,65.96,56.35,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,4,Apr,67.23,56.16,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,5,May,68.02,55.97,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,6,Jun,66.04,55.92,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,7,Jul,66.48,56.1,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,8,Aug,66.18,55.94,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,9,Sep,65.57,56.38,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,10,Oct,65.76,55.95,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,11,Nov,65.67,55.48,65.1,55.0,Moderate
8,Anna Nagar,Chennai,Silence,2024,12,Dec,65.88,55.48,65.1,55.0,Moderate
9,Sowcarpet,Chennai,Residential,2020,1,Jan,66.92,57.73,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,2,Feb,66.9,57.68,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,3,Mar,67.46,58.38,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,4,Apr,67.46,58.72,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,5,May,67.98,57.63,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,6,Jun,67.76,57.73,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,7,Jul,67.82,57.54,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,8,Aug,66.98,56.84,71.0,60.5,Moderate
9,Sowcarpet,Chennai,Residential,2020,9,Sep,66.87,56.63,71.0,60.5,Moderate
9,Sowcarpet,Chennai,Residential,2020,10,Oct,65.91,57.6,71.0,60.5,Moderate
9,Sowcarpet,Chennai,Residential,2020,11,Nov,66.79,57.27,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2020,12,Dec,66.02,57.08,71.0,60.5,Moderate
9,Sowcarpet,Chennai,Residential,2021,1,Jan,68.6,58.24,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,2,Feb,69.55,59.25,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,3,Mar,69.39,59.31,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,4,Apr,69.9,58.68,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,5,May,69.88,59.43,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,6,Jun,69.2,59.39,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,7,Jul,70.3,59.56,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,8,Aug,68.91,59.33,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,9,Sep,69.8,59.47,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,10,Oct,68.73,58.54,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,11,Nov,68.75,58.76,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2021,12,Dec,68.95,58.85,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,1,Jan,71.62,60.39,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,2,Feb,71.96,60.88,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,3,Mar,73.04,60.92,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,4,Apr,73.17,61.48,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,5,May,72.17,61.41,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,6,Jun,72.04,61.57,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,7,Jul,72.16,60.97,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,8,Aug,71.69,61.86,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,9,Sep,72.46,61.17,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,10,Oct,71.22,60.75,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,11,Nov,71.21,60.09,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2022,12,Dec,70.87,59.83,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,1,Jan,71.8,61.26,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,2,Feb,71.56,61.83,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,3,Mar,71.89,61.01,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,4,Apr,72.91,62.22,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,5,May,73.84,61.82,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,6,Jun,73.24,61.78,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,7,Jul,72.31,61.95,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,8,Aug,72.53,60.77,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,9,Sep,72.84,61.95,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,10,Oct,71.39,61.26,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,11,Nov,71.65,61.0,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2023,12,Dec,71.22,60.63,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,1,Jan,72.39,61.87,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,2,Feb,72.87,61.45,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,3,Mar,73.69,60.86,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,4,Apr,74.17,61.5,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,5,May,73.62,61.95,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,6,Jun,72.85,62.66,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,7,Jul,72.97,62.14,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,8,Aug,72.98,61.99,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,9,Sep,72.94,61.29,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,10,Oct,73.0,61.3,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,11,Nov,71.42,61.13,71.0,60.5,High
9,Sowcarpet,Chennai,Residential,2024,12,Dec,73.05,61.64,71.0,60.5,High
10,Egmore Eye Hospital,Chennai,Silence,2020,1,Jan,69.23,59.06,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,2,Feb,69.44,60.23,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,3,Mar,70.49,59.97,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,4,Apr,71.12,60.1,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,5,May,70.67,60.12,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,6,Jun,70.46,59.99,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,7,Jul,70.56,59.82,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,8,Aug,70.37,59.57,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,9,Sep,69.94,58.8,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,10,Oct,69.96,59.44,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,11,Nov,69.7,57.94,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2020,12,Dec,70.34,59.04,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,1,Jan,71.45,60.28,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,2,Feb,71.41,60.48,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,3,Mar,71.49,62.07,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,4,Apr,72.0,61.59,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,5,May,72.74,61.9,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,6,Jun,72.08,61.65,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,7,Jul,72.9,61.28,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,8,Aug,71.6,61.52,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,9,Sep,71.95,61.57,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,10,Oct,71.32,60.34,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,11,Nov,71.52,60.14,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2021,12,Dec,70.95,60.3,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,1,Jan,72.67,62.03,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,2,Feb,73.06,62.27,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,3,Mar,74.41,62.68,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,4,Apr,73.78,63.09,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,5,May,74.69,62.41,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,6,Jun,74.1,62.98,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,7,Jul,73.35,63.05,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,8,Aug,73.22,62.35,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,9,Sep,73.11,62.31,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,10,Oct,72.25,61.42,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,11,Nov,73.3,61.46,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2022,12,Dec,72.1,60.94,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,1,Jan,72.68,61.57,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,2,Feb,74.02,62.7,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,3,Mar,73.56,63.6,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,4,Apr,74.69,62.77,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,5,May,73.15,64.02,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,6,Jun,73.41,62.24,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,7,Jul,74.31,63.68,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,8,Aug,74.29,62.73,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,9,Sep,73.8,62.84,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,10,Oct,73.48,62.31,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,11,Nov,72.85,61.97,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2023,12,Dec,72.52,61.89,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,1,Jan,72.55,62.36,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,2,Feb,73.11,62.16,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,3,Mar,74.39,63.56,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,4,Apr,75.06,62.57,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,5,May,74.31,63.78,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,6,Jun,74.01,63.11,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,7,Jul,74.48,62.61,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,8,Aug,74.05,62.27,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,9,Sep,73.6,62.93,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,10,Oct,72.7,62.68,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,11,Nov,73.19,62.52,72.8,62.0,High
10,Egmore Eye Hospital,Chennai,Silence,2024,12,Dec,73.41,62.85,72.8,62.0,High
