S_No,Location,City,Zone_Type,DPCC_Day_Std_dB,DPCC_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
11,Badli,Delhi,Industrial,75,70,2020,11,Nov,69.7,66.96,-5.3,-3.04,Low
11,Badli,Delhi,Industrial,75,70,2020,12,Dec,69.56,66.58,-5.44,-3.42,Low
11,Badli,Delhi,Industrial,75,70,2021,1,Jan,70.65,67.77,-4.35,-2.23,Low
11,Badli,Delhi,Industrial,75,70,2021,2,Feb,70.91,67.97,-4.09,-2.03,Low
11,Badli,Delhi,Industrial,75,70,2021,3,Mar,71.74,68.84,-3.26,-1.16,Low
11,Badli,Delhi,Industrial,75,70,2021,4,Apr,71.76,68.33,-3.24,-1.67,Low
11,Badli,Delhi,Industrial,75,70,2021,5,May,72.18,69.32,-2.82,-0.68,Low
11,Badli,Delhi,Industrial,75,70,2021,6,Jun,72.2,69.33,-2.8,-0.67,Low
11,Badli,Delhi,Industrial,75,70,2021,7,Jul,72.42,68.59,-2.58,-1.41,Low
11,Badli,Delhi,Industrial,75,70,2021,8,Aug,71.84,68.83,-3.16,-1.17,Low
11,Badli,Delhi,Industrial,75,70,2021,9,Sep,71.41,68.36,-3.59,-1.64,Low
11,Badli,Delhi,Industrial,75,70,2021,10,Oct,71.55,68.4,-3.45,-1.6,Low
11,Badli,Delhi,Industrial,75,70,2021,11,Nov,71.24,68.06,-3.76,-1.94,Low
11,Badli,Delhi,Industrial,75,70,2021,12,Dec,70.81,67.75,-4.19,-2.25,Low
11,Badli,Delhi,Industrial,75,70,2022,1,Jan,71.96,68.49,-3.04,-1.51,Low
11,Badli,Delhi,Industrial,75,70,2022,2,Feb,72.18,69.17,-2.82,-0.83,Low
11,Badli,Delhi,Industrial,75,70,2022,3,Mar,72.2,69.47,-2.8,-0.53,Low
11,Badli,Delhi,Industrial,75,70,2022,4,Apr,73.41,69.36,-1.59,-0.64,Low
11,Badli,Delhi,Industrial,75,70,2022,5,May,73.82,69.88,-1.18,-0.12,Low
11,Badli,Delhi,Industrial,75,70,2022,6,Jun,73.42,69.99,-1.58,-0.01,Low
11,Badli,Delhi,Industrial,75,70,2022,7,Jul,73.34,69.72,-1.66,-0.28,Low
11,Badli,Delhi,Industrial,75,70,2022,8,Aug,73.03,69.32,-1.97,-0.68,Low
11,Badli,Delhi,Industrial,75,70,2022,9,Sep,72.74,69.12,-2.26,-0.88,Low
11,Badli,Delhi,Industrial,75,70,2022,10,Oct,72.87,69.42,-2.13,-0.58,Low
11,Badli,Delhi,Industrial,75,70,2022,11,Nov,72.42,69.55,-2.58,-0.45,Low
11,Badli,Delhi,Industrial,75,70,2022,12,Dec,72.27,69.02,-2.73,-0.98,Low
11,Badli,Delhi,Industrial,75,70,2023,1,Jan,72.23,69.14,-2.77,-0.86,Low
11,Badli,Delhi,Industrial,75,70,2023,2,Feb,73.0,69.43,-2.0,-0.57,Low
11,Badli,Delhi,Industrial,75,70,2023,3,Mar,73.88,69.88,-1.12,-0.12,Low
11,Badli,Delhi,Industrial,75,70,2023,4,Apr,73.75,69.94,-1.25,-0.06,Low
11,Badli,Delhi,Industrial,75,70,2023,5,May,74.03,70.17,-0.97,0.17,Moderate
11,Badli,Delhi,Industrial,75,70,2023,6,Jun,74.38,70.59,-0.62,0.59,Moderate
11,Badli,Delhi,Industrial,75,70,2023,7,Jul,73.6,69.83,-1.4,-0.17,Low
11,Badli,Delhi,Industrial,75,70,2023,8,Aug,73.04,70.0,-1.96,0.0,Low
11,Badli,Delhi,Industrial,75,70,2023,9,Sep,73.02,69.37,-1.98,-0.63,Low
11,Badli,Delhi,Industrial,75,70,2023,10,Oct,73.6,70.5,-1.4,0.5,Moderate
11,Badli,Delhi,Industrial,75,70,2023,11,Nov,73.2,69.87,-1.8,-0.13,Low
11,Badli,Delhi,Industrial,75,70,2023,12,Dec,72.62,69.28,-2.38,-0.72,Low
11,Badli,Delhi,Industrial,75,70,2024,1,Jan,73.33,69.64,-1.67,-0.36,Low
11,Badli,Delhi,Industrial,75,70,2024,2,Feb,73.37,69.96,-1.63,-0.04,Low
11,Badli,Delhi,Industrial,75,70,2024,3,Mar,73.73,70.5,-1.27,0.5,Moderate
11,Badli,Delhi,Industrial,75,70,2024,4,Apr,74.26,70.35,-0.74,0.35,Moderate
11,Badli,Delhi,Industrial,75,70,2024,5,May,74.73,70.52,-0.27,0.52,Moderate
11,Badli,Delhi,Industrial,75,70,2024,6,Jun,74.81,70.9,-0.19,0.9,Moderate
11,Badli,Delhi,Industrial,75,70,2024,7,Jul,74.67,70.69,-0.33,0.69,Moderate
11,Badli,Delhi,Industrial,75,70,2024,8,Aug,74.09,70.56,-0.91,0.56,Moderate
11,Badli,Delhi,Industrial,75,70,2024,9,Sep,74.25,70.41,-0.75,0.41,Moderate
11,Badli,Delhi,Industrial,75,70,2024,10,Oct,74.1,70.24,-0.9,0.24,Moderate
11,Badli,Delhi,Industrial,75,70,2024,11,Nov,73.53,70.14,-1.47,0.14,Moderate
11,Badli,Delhi,Industrial,75,70,2024,12,Dec,73.05,69.76,-1.95,-0.24,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,1,Jan,68.71,65.71,-6.29,-4.29,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,2,Feb,68.88,65.9,-6.12,-4.1,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,3,Mar,69.52,65.8,-5.48,-4.2,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,4,Apr,69.67,66.37,-5.33,-3.63,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,5,May,69.9,66.72,-5.1,-3.28,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,6,Jun,70.78,67.04,-4.22,-2.96,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,7,Jul,69.95,66.8,-5.05,-3.2,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,8,Aug,69.74,66.23,-5.26,-3.77,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,9,Sep,69.35,66.14,-5.65,-3.86,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,10,Oct,69.6,66.43,-5.4,-3.57,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,11,Nov,69.44,66.1,-5.56,-3.9,Low
12,Braham Puri,Delhi,Industrial,75,70,2020,12,Dec,68.91,65.94,-6.09,-4.06,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,1,Jan,70.34,66.7,-4.66,-3.3,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,2,Feb,69.66,67.39,-5.34,-2.61,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,3,Mar,70.56,67.56,-4.44,-2.44,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,4,Apr,71.01,67.44,-3.99,-2.56,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,5,May,71.74,68.15,-3.26,-1.85,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,6,Jun,71.66,67.68,-3.34,-2.32,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,7,Jul,71.26,67.98,-3.74,-2.02,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,8,Aug,70.73,67.74,-4.27,-2.26,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,9,Sep,70.9,67.72,-4.1,-2.28,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,10,Oct,71.13,67.61,-3.87,-2.39,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,11,Nov,71.1,67.47,-3.9,-2.53,Low
12,Braham Puri,Delhi,Industrial,75,70,2021,12,Dec,70.19,66.91,-4.81,-3.09,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,1,Jan,71.19,67.82,-3.81,-2.18,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,2,Feb,71.46,68.54,-3.54,-1.46,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,3,Mar,71.76,68.28,-3.24,-1.72,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,4,Apr,72.87,68.76,-2.13,-1.24,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,5,May,72.63,69.21,-2.37,-0.79,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,6,Jun,72.85,69.57,-2.15,-0.43,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,7,Jul,72.77,68.8,-2.23,-1.2,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,8,Aug,72.84,68.58,-2.16,-1.42,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,9,Sep,72.29,68.66,-2.71,-1.34,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,10,Oct,72.63,69.11,-2.37,-0.89,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,11,Nov,72.01,68.35,-2.99,-1.65,Low
12,Braham Puri,Delhi,Industrial,75,70,2022,12,Dec,71.51,67.96,-3.49,-2.04,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,1,Jan,72.4,68.43,-2.6,-1.57,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,2,Feb,72.01,68.64,-2.99,-1.36,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,3,Mar,72.36,68.81,-2.64,-1.19,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,4,Apr,73.4,69.07,-1.6,-0.93,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,5,May,73.14,69.51,-1.86,-0.49,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,6,Jun,73.9,69.74,-1.1,-0.26,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,7,Jul,73.45,69.15,-1.55,-0.85,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,8,Aug,72.54,69.4,-2.46,-0.6,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,9,Sep,72.62,68.95,-2.38,-1.05,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,10,Oct,73.23,69.31,-1.77,-0.69,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,11,Nov,72.71,69.33,-2.29,-0.67,Low
12,Braham Puri,Delhi,Industrial,75,70,2023,12,Dec,71.84,68.69,-3.16,-1.31,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,1,Jan,72.51,68.95,-2.49,-1.05,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,2,Feb,73.08,69.2,-1.92,-0.8,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,3,Mar,73.43,69.71,-1.57,-0.29,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,4,Apr,73.61,69.53,-1.39,-0.47,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,5,May,73.74,69.51,-1.26,-0.49,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,6,Jun,74.71,69.88,-0.29,-0.12,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,7,Jul,73.74,69.74,-1.26,-0.26,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,8,Aug,73.58,69.76,-1.42,-0.24,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,9,Sep,73.52,69.38,-1.48,-0.62,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,10,Oct,73.46,69.76,-1.54,-0.24,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,11,Nov,73.14,69.72,-1.86,-0.28,Low
12,Braham Puri,Delhi,Industrial,75,70,2024,12,Dec,72.72,69.15,-2.28,-0.85,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,1,Jan,68.27,65.23,-6.73,-4.77,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,2,Feb,68.35,64.94,-6.65,-5.06,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,3,Mar,69.0,65.47,-6.0,-4.53,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,4,Apr,69.17,65.92,-5.83,-4.08,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,5,May,69.91,66.0,-5.09,-4.0,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,6,Jun,69.88,66.54,-5.12,-3.46,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,7,Jul,69.46,66.42,-5.54,-3.58,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,8,Aug,69.24,65.35,-5.76,-4.65,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,9,Sep,69.09,65.68,-5.91,-4.32,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,10,Oct,69.42,65.93,-5.58,-4.07,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,11,Nov,68.77,65.26,-6.23,-4.74,Low
13,Tughlakabad,Delhi,Industrial,75,70,2020,12,Dec,68.15,64.93,-6.85,-5.07,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,1,Jan,69.35,66.52,-5.65,-3.48,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,2,Feb,70.12,66.68,-4.88,-3.32,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,3,Mar,70.0,67.09,-5.0,-2.91,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,4,Apr,71.0,67.08,-4.0,-2.92,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,5,May,70.97,67.4,-4.03,-2.6,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,6,Jun,71.0,67.73,-4.0,-2.27,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,7,Jul,70.77,67.38,-4.23,-2.62,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,8,Aug,70.28,67.01,-4.72,-2.99,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,9,Sep,70.48,66.93,-4.52,-3.07,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,10,Oct,70.93,67.12,-4.07,-2.88,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,11,Nov,70.26,67.09,-4.74,-2.91,Low
13,Tughlakabad,Delhi,Industrial,75,70,2021,12,Dec,69.25,66.15,-5.75,-3.85,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,1,Jan,70.32,67.65,-4.68,-2.35,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,2,Feb,70.76,68.11,-4.24,-1.89,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,3,Mar,71.36,68.04,-3.64,-1.96,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,4,Apr,72.29,68.6,-2.71,-1.4,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,5,May,72.72,68.64,-2.28,-1.36,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,6,Jun,72.66,68.72,-2.34,-1.28,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,7,Jul,72.19,68.19,-2.81,-1.81,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,8,Aug,71.5,68.1,-3.5,-1.9,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,9,Sep,71.46,67.91,-3.54,-2.09,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,10,Oct,71.87,68.39,-3.13,-1.61,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,11,Nov,71.42,68.2,-3.58,-1.8,Low
13,Tughlakabad,Delhi,Industrial,75,70,2022,12,Dec,70.51,67.46,-4.49,-2.54,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,1,Jan,71.12,67.43,-3.88,-2.57,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,2,Feb,71.48,67.98,-3.52,-2.02,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,3,Mar,72.48,68.53,-2.52,-1.47,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,4,Apr,72.24,68.97,-2.76,-1.03,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,5,May,73.11,68.92,-1.89,-1.08,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,6,Jun,72.94,68.81,-2.06,-1.19,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,7,Jul,72.51,68.92,-2.49,-1.08,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,8,Aug,72.77,68.81,-2.23,-1.19,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,9,Sep,71.98,68.18,-3.02,-1.82,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,10,Oct,72.34,68.25,-2.66,-1.75,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,11,Nov,72.08,68.27,-2.92,-1.73,Low
13,Tughlakabad,Delhi,Industrial,75,70,2023,12,Dec,71.28,67.58,-3.72,-2.42,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,1,Jan,72.03,68.19,-2.97,-1.81,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,2,Feb,71.81,67.93,-3.19,-2.07,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,3,Mar,72.69,69.25,-2.31,-0.75,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,4,Apr,73.52,69.01,-1.48,-0.99,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,5,May,73.25,69.39,-1.75,-0.61,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,6,Jun,73.35,69.56,-1.65,-0.44,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,7,Jul,73.39,69.45,-1.61,-0.55,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,8,Aug,72.87,68.96,-2.13,-1.04,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,9,Sep,72.48,68.73,-2.52,-1.27,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,10,Oct,72.84,69.17,-2.16,-0.83,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,11,Nov,72.83,68.64,-2.17,-1.36,Low
13,Tughlakabad,Delhi,Industrial,75,70,2024,12,Dec,72.37,68.35,-2.63,-1.65,Low
14,Adarsh Nagar,Delhi,Residential,55,45,2020,1,Jan,65.09,54.25,10.09,9.25,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,2,Feb,64.69,54.78,9.69,9.78,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,3,Mar,66.08,54.94,11.08,9.94,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,4,Apr,66.32,55.3,11.32,10.3,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,5,May,66.21,55.29,11.21,10.29,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,6,Jun,67.0,55.35,12.0,10.35,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,7,Jul,66.47,55.03,11.47,10.03,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,8,Aug,66.22,55.09,11.22,10.09,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,9,Sep,65.5,55.23,10.5,10.23,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,10,Oct,65.92,55.04,10.92,10.04,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,11,Nov,65.85,55.13,10.85,10.13,High
14,Adarsh Nagar,Delhi,Residential,55,45,2020,12,Dec,64.95,54.51,9.95,9.51,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,1,Jan,66.61,55.74,11.61,10.74,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,2,Feb,66.74,55.73,11.74,10.73,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,3,Mar,67.09,56.22,12.09,11.22,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,4,Apr,67.43,55.82,12.43,10.82,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,5,May,68.11,56.78,13.11,11.78,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,6,Jun,67.61,56.6,12.61,11.6,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,7,Jul,67.95,56.91,12.95,11.91,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,8,Aug,67.51,56.15,12.51,11.15,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,9,Sep,67.25,56.47,12.25,11.47,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,10,Oct,67.34,56.24,12.34,11.24,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,11,Nov,67.08,55.91,12.08,10.91,High
14,Adarsh Nagar,Delhi,Residential,55,45,2021,12,Dec,66.63,56.02,11.63,11.02,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,1,Jan,67.58,56.25,12.58,11.25,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,2,Feb,67.63,56.19,12.63,11.19,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,3,Mar,68.52,56.88,13.52,11.88,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,4,Apr,68.65,57.74,13.65,12.74,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,5,May,69.07,57.15,14.07,12.15,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,6,Jun,69.09,57.73,14.09,12.73,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,7,Jul,68.83,56.91,13.83,11.91,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,8,Aug,68.73,56.87,13.73,11.87,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,9,Sep,68.77,57.12,13.77,12.12,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,10,Oct,68.39,57.36,13.39,12.36,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,11,Nov,68.22,56.97,13.22,11.97,High
14,Adarsh Nagar,Delhi,Residential,55,45,2022,12,Dec,67.72,56.23,12.72,11.23,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,1,Jan,67.74,56.81,12.74,11.81,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,2,Feb,68.02,56.72,13.02,11.72,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,3,Mar,68.46,57.28,13.46,12.28,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,4,Apr,69.62,57.19,14.62,12.19,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,5,May,69.41,57.88,14.41,12.88,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,6,Jun,69.58,57.89,14.58,12.89,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,7,Jul,68.93,57.59,13.93,12.59,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,8,Aug,68.85,57.5,13.85,12.5,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,9,Sep,69.0,57.72,14.0,12.72,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,10,Oct,69.04,57.47,14.04,12.47,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,11,Nov,68.65,57.03,13.65,12.03,High
14,Adarsh Nagar,Delhi,Residential,55,45,2023,12,Dec,68.08,56.64,13.08,11.64,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,1,Jan,68.44,57.26,13.44,12.26,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,2,Feb,68.35,57.43,13.35,12.43,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,3,Mar,69.53,57.58,14.53,12.58,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,4,Apr,69.07,57.68,14.07,12.68,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,5,May,70.22,58.0,15.22,13.0,Critical
14,Adarsh Nagar,Delhi,Residential,55,45,2024,6,Jun,69.85,58.1,14.85,13.1,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,7,Jul,69.91,58.01,14.91,13.01,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,8,Aug,69.34,57.63,14.34,12.63,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,9,Sep,69.1,57.42,14.1,12.42,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,10,Oct,69.8,57.74,14.8,12.74,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,11,Nov,69.4,57.8,14.4,12.8,High
14,Adarsh Nagar,Delhi,Residential,55,45,2024,12,Dec,68.75,57.01,13.75,12.01,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,1,Jan,64.4,53.6,9.4,8.6,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,2,Feb,64.27,53.86,9.27,8.86,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,3,Mar,64.81,54.44,9.81,9.44,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,4,Apr,65.38,54.44,10.38,9.44,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,5,May,65.87,54.55,10.87,9.55,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,6,Jun,66.15,54.71,11.15,9.71,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,7,Jul,65.82,54.23,10.82,9.23,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,8,Aug,65.33,54.69,10.33,9.69,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,9,Sep,64.85,54.06,9.85,9.06,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,10,Oct,65.43,54.44,10.43,9.44,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,11,Nov,65.09,54.2,10.09,9.2,High
15,Ashok Vihar,Delhi,Residential,55,45,2020,12,Dec,64.56,53.92,9.56,8.92,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,1,Jan,65.8,54.75,10.8,9.75,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,2,Feb,66.07,55.38,11.07,10.38,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,3,Mar,66.47,55.21,11.47,10.21,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,4,Apr,67.18,55.58,12.18,10.58,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,5,May,66.66,55.97,11.66,10.97,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,6,Jun,67.27,55.98,12.27,10.98,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,7,Jul,67.08,55.74,12.08,10.74,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,8,Aug,66.88,55.41,11.88,10.41,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,9,Sep,66.63,55.35,11.63,10.35,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,10,Oct,66.88,55.72,11.88,10.72,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,11,Nov,66.17,55.52,11.17,10.52,High
15,Ashok Vihar,Delhi,Residential,55,45,2021,12,Dec,65.67,55.06,10.67,10.06,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,1,Jan,66.79,55.87,11.79,10.87,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,2,Feb,66.84,55.63,11.84,10.63,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,3,Mar,67.5,56.04,12.5,11.04,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,4,Apr,68.1,55.98,13.1,10.98,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,5,May,67.94,56.29,12.94,11.29,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,6,Jun,68.64,57.04,13.64,12.04,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,7,Jul,67.97,56.37,12.97,11.37,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,8,Aug,67.72,56.43,12.72,11.43,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,9,Sep,67.27,56.15,12.27,11.15,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,10,Oct,67.94,56.4,12.94,11.4,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,11,Nov,67.45,56.2,12.45,11.2,High
15,Ashok Vihar,Delhi,Residential,55,45,2022,12,Dec,66.12,55.74,11.12,10.74,High
15,Ashok Vihar,Delhi,Residential,55,45,2023,1,Jan,66.94,55.43,11.94,10.43,High
