S_No,Location,City,Zone_Type,CPCB_Day_Std_dB,CPCB_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
5,Lower Parel,Mumbai,Industrial,75,70,2021,10,Oct,75.2,70.51,0.2,0.51,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2021,11,Nov,75.37,70.24,0.37,0.24,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2021,12,Dec,75.31,70.71,0.31,0.71,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,1,Jan,77.98,72.22,2.98,2.22,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,2,Feb,77.89,71.87,2.89,1.87,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,3,Mar,77.88,72.06,2.88,2.06,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,4,Apr,78.0,72.51,3.0,2.51,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,5,May,78.14,72.62,3.14,2.62,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,6,Jun,77.2,71.48,2.2,1.48,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,7,Jul,76.85,71.17,1.85,1.17,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,8,Aug,76.96,71.79,1.96,1.79,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,9,Sep,76.36,71.64,1.36,1.64,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,10,Oct,77.77,72.06,2.77,2.06,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,11,Nov,77.91,72.18,2.91,2.18,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2022,12,Dec,78.03,72.37,3.03,2.37,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,1,Jan,79.25,73.25,4.25,3.25,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,2,Feb,78.8,72.92,3.8,2.92,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,3,Mar,78.75,73.01,3.75,3.01,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,4,Apr,79.32,73.22,4.32,3.22,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,5,May,79.49,73.92,4.49,3.92,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,6,Jun,78.16,72.33,3.16,2.33,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,7,Jul,77.96,72.12,2.96,2.12,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,8,Aug,77.19,72.1,2.19,2.1,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,9,Sep,77.54,72.53,2.54,2.53,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,10,Oct,78.61,73.24,3.61,3.24,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,11,Nov,78.9,73.06,3.9,3.06,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2023,12,Dec,79.25,72.76,4.25,2.76,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,1,Jan,79.37,73.65,4.37,3.65,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,2,Feb,78.66,73.53,3.66,3.53,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,3,Mar,79.4,73.32,4.4,3.32,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,4,Apr,79.79,74.05,4.79,4.05,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,5,May,79.85,73.85,4.85,3.85,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,6,Jun,78.16,72.53,3.16,2.53,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,7,Jul,78.25,72.33,3.25,2.33,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,8,Aug,78.22,72.5,3.22,2.5,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,9,Sep,78.64,72.97,3.64,2.97,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,10,Oct,79.31,73.1,4.31,3.1,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,11,Nov,79.12,73.2,4.12,3.2,Moderate
5,Lower Parel,Mumbai,Industrial,75,70,2024,12,Dec,79.27,73.58,4.27,3.58,Moderate
6,Khar (W),Mumbai,Commercial,65,55,2020,1,Jan,70.63,61.92,5.63,6.92,High
6,Khar (W),Mumbai,Commercial,65,55,2020,2,Feb,70.46,62.17,5.46,7.17,High
6,Khar (W),Mumbai,Commercial,65,55,2020,3,Mar,70.52,62.38,5.52,7.38,High
6,Khar (W),Mumbai,Commercial,65,55,2020,4,Apr,70.47,61.95,5.47,6.95,High
6,Khar (W),Mumbai,Commercial,65,55,2020,5,May,70.37,62.7,5.37,7.7,High
6,Khar (W),Mumbai,Commercial,65,55,2020,6,Jun,69.6,61.29,4.6,6.29,High
6,Khar (W),Mumbai,Commercial,65,55,2020,7,Jul,69.18,60.87,4.18,5.87,High
6,Khar (W),Mumbai,Commercial,65,55,2020,8,Aug,70.03,61.23,5.03,6.23,High
6,Khar (W),Mumbai,Commercial,65,55,2020,9,Sep,69.63,61.65,4.63,6.65,High
6,Khar (W),Mumbai,Commercial,65,55,2020,10,Oct,70.24,61.84,5.24,6.84,High
6,Khar (W),Mumbai,Commercial,65,55,2020,11,Nov,70.06,62.09,5.06,7.09,High
6,Khar (W),Mumbai,Commercial,65,55,2020,12,Dec,71.06,62.37,6.06,7.37,High
6,Khar (W),Mumbai,Commercial,65,55,2021,1,Jan,73.68,64.3,8.68,9.3,High
6,Khar (W),Mumbai,Commercial,65,55,2021,2,Feb,72.7,64.17,7.7,9.17,High
6,Khar (W),Mumbai,Commercial,65,55,2021,3,Mar,73.22,64.52,8.22,9.52,High
6,Khar (W),Mumbai,Commercial,65,55,2021,4,Apr,72.99,64.81,7.99,9.81,High
6,Khar (W),Mumbai,Commercial,65,55,2021,5,May,73.65,64.61,8.65,9.61,High
6,Khar (W),Mumbai,Commercial,65,55,2021,6,Jun,71.9,63.27,6.9,8.27,High
6,Khar (W),Mumbai,Commercial,65,55,2021,7,Jul,72.15,63.41,7.15,8.41,High
6,Khar (W),Mumbai,Commercial,65,55,2021,8,Aug,71.71,63.24,6.71,8.24,High
6,Khar (W),Mumbai,Commercial,65,55,2021,9,Sep,72.3,64.13,7.3,9.13,High
6,Khar (W),Mumbai,Commercial,65,55,2021,10,Oct,72.82,63.8,7.82,8.8,High
6,Khar (W),Mumbai,Commercial,65,55,2021,11,Nov,73.03,64.25,8.03,9.25,High
6,Khar (W),Mumbai,Commercial,65,55,2021,12,Dec,72.49,64.39,7.49,9.39,High
6,Khar (W),Mumbai,Commercial,65,55,2022,1,Jan,75.53,66.44,10.53,11.44,High
6,Khar (W),Mumbai,Commercial,65,55,2022,2,Feb,75.95,66.33,10.95,11.33,High
6,Khar (W),Mumbai,Commercial,65,55,2022,3,Mar,75.52,65.98,10.52,10.98,High
6,Khar (W),Mumbai,Commercial,65,55,2022,4,Apr,76.67,66.41,11.67,11.41,High
6,Khar (W),Mumbai,Commercial,65,55,2022,5,May,76.1,66.6,11.1,11.6,High
6,Khar (W),Mumbai,Commercial,65,55,2022,6,Jun,74.66,65.47,9.66,10.47,High
6,Khar (W),Mumbai,Commercial,65,55,2022,7,Jul,74.13,65.19,9.13,10.19,High
6,Khar (W),Mumbai,Commercial,65,55,2022,8,Aug,74.49,65.29,9.49,10.29,High
6,Khar (W),Mumbai,Commercial,65,55,2022,9,Sep,74.59,65.72,9.59,10.72,High
6,Khar (W),Mumbai,Commercial,65,55,2022,10,Oct,75.22,66.3,10.22,11.3,High
6,Khar (W),Mumbai,Commercial,65,55,2022,11,Nov,74.7,66.42,9.7,11.42,High
6,Khar (W),Mumbai,Commercial,65,55,2022,12,Dec,76.07,65.89,11.07,10.89,High
6,Khar (W),Mumbai,Commercial,65,55,2023,1,Jan,76.8,67.23,11.8,12.23,High
6,Khar (W),Mumbai,Commercial,65,55,2023,2,Feb,76.28,66.94,11.28,11.94,High
6,Khar (W),Mumbai,Commercial,65,55,2023,3,Mar,76.57,67.55,11.57,12.55,High
6,Khar (W),Mumbai,Commercial,65,55,2023,4,Apr,77.48,67.65,12.48,12.65,High
6,Khar (W),Mumbai,Commercial,65,55,2023,5,May,77.62,67.37,12.62,12.37,High
6,Khar (W),Mumbai,Commercial,65,55,2023,6,Jun,75.74,66.6,10.74,11.6,High
6,Khar (W),Mumbai,Commercial,65,55,2023,7,Jul,75.23,66.44,10.23,11.44,High
6,Khar (W),Mumbai,Commercial,65,55,2023,8,Aug,75.73,66.33,10.73,11.33,High
6,Khar (W),Mumbai,Commercial,65,55,2023,9,Sep,76.31,66.79,11.31,11.79,High
6,Khar (W),Mumbai,Commercial,65,55,2023,10,Oct,76.49,67.23,11.49,12.23,High
6,Khar (W),Mumbai,Commercial,65,55,2023,11,Nov,76.48,67.32,11.48,12.32,High
6,Khar (W),Mumbai,Commercial,65,55,2023,12,Dec,77.18,67.24,12.18,12.24,High
6,Khar (W),Mumbai,Commercial,65,55,2024,1,Jan,77.7,67.65,12.7,12.65,High
6,Khar (W),Mumbai,Commercial,65,55,2024,2,Feb,77.68,67.66,12.68,12.66,High
6,Khar (W),Mumbai,Commercial,65,55,2024,3,Mar,77.44,68.01,12.44,13.01,High
6,Khar (W),Mumbai,Commercial,65,55,2024,4,Apr,77.69,67.72,12.69,12.72,High
6,Khar (W),Mumbai,Commercial,65,55,2024,5,May,77.63,68.32,12.63,13.32,High
6,Khar (W),Mumbai,Commercial,65,55,2024,6,Jun,76.22,67.45,11.22,12.45,High
6,Khar (W),Mumbai,Commercial,65,55,2024,7,Jul,75.68,67.24,10.68,12.24,High
6,Khar (W),Mumbai,Commercial,65,55,2024,8,Aug,76.56,66.98,11.56,11.98,High
6,Khar (W),Mumbai,Commercial,65,55,2024,9,Sep,76.64,67.38,11.64,12.38,High
6,Khar (W),Mumbai,Commercial,65,55,2024,10,Oct,77.29,67.82,12.29,12.82,High
6,Khar (W),Mumbai,Commercial,65,55,2024,11,Nov,77.53,67.83,12.53,12.83,High
6,Khar (W),Mumbai,Commercial,65,55,2024,12,Dec,77.59,67.89,12.59,12.89,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,1,Jan,69.89,61.06,4.89,6.06,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,2,Feb,69.2,61.35,4.2,6.35,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,3,Mar,69.85,61.26,4.85,6.26,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,4,Apr,70.11,61.57,5.11,6.57,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,5,May,70.14,61.54,5.14,6.54,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,6,Jun,68.86,60.4,3.86,5.4,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,7,Jul,68.62,60.06,3.62,5.06,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,8,Aug,69.01,60.59,4.01,5.59,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,9,Sep,69.08,61.0,4.08,6.0,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,10,Oct,70.0,61.3,5.0,6.3,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,11,Nov,69.15,61.04,4.15,6.04,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2020,12,Dec,69.71,61.41,4.71,6.41,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,1,Jan,72.76,63.55,7.76,8.55,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,2,Feb,72.46,63.35,7.46,8.35,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,3,Mar,72.42,63.32,7.42,8.32,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,4,Apr,72.62,63.53,7.62,8.53,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,5,May,72.81,64.21,7.81,9.21,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,6,Jun,71.32,63.43,6.32,8.43,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,7,Jul,71.45,62.74,6.45,7.74,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,8,Aug,71.24,62.94,6.24,7.94,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,9,Sep,71.63,63.12,6.63,8.12,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,10,Oct,73.07,63.38,8.07,8.38,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,11,Nov,72.84,63.46,7.84,8.46,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2021,12,Dec,72.69,64.05,7.69,9.05,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,1,Jan,74.81,65.96,9.81,10.96,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,2,Feb,75.01,65.29,10.01,10.29,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,3,Mar,75.19,65.69,10.19,10.69,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,4,Apr,75.49,65.39,10.49,10.39,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,5,May,75.28,65.85,10.28,10.85,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,6,Jun,73.98,64.92,8.98,9.92,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,7,Jul,73.75,64.33,8.75,9.33,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,8,Aug,74.01,64.82,9.01,9.82,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,9,Sep,74.37,65.22,9.37,10.22,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,10,Oct,74.95,65.39,9.95,10.39,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,11,Nov,74.88,65.17,9.88,10.17,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2022,12,Dec,75.23,65.64,10.23,10.64,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,1,Jan,76.38,66.34,11.38,11.34,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,2,Feb,75.78,66.61,10.78,11.61,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,3,Mar,76.29,66.64,11.29,11.64,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,4,Apr,76.61,66.71,11.61,11.71,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,5,May,77.08,66.8,12.08,11.8,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,6,Jun,75.33,65.71,10.33,10.71,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,7,Jul,74.87,65.54,9.87,10.54,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,8,Aug,75.27,65.6,10.27,10.6,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,9,Sep,75.88,65.82,10.88,10.82,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,10,Oct,75.94,66.21,10.94,11.21,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,11,Nov,76.63,66.54,11.63,11.54,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2023,12,Dec,76.71,66.3,11.71,11.3,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,1,Jan,77.08,67.38,12.08,12.38,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,2,Feb,76.82,67.21,11.82,12.21,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,3,Mar,76.84,67.38,11.84,12.38,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,4,Apr,77.99,67.23,12.99,12.23,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,5,May,77.37,67.79,12.37,12.79,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,6,Jun,76.47,66.3,11.47,11.3,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,7,Jul,75.57,66.14,10.57,11.14,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,8,Aug,75.5,66.12,10.5,11.12,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,9,Sep,75.9,66.45,10.9,11.45,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,10,Oct,76.69,66.95,11.69,11.95,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,11,Nov,77.37,66.9,12.37,11.9,High
7,Dr. E. Moses Road,Mumbai,Commercial,65,55,2024,12,Dec,77.4,67.16,12.4,12.16,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,1,Jan,70.19,61.93,5.19,6.93,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,2,Feb,69.66,61.68,4.66,6.68,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,3,Mar,70.25,61.8,5.25,6.8,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,4,Apr,70.59,62.39,5.59,7.39,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,5,May,70.51,61.99,5.51,6.99,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,6,Jun,69.01,60.89,4.01,5.89,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,7,Jul,68.71,61.04,3.71,6.04,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,8,Aug,69.53,60.79,4.53,5.79,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,9,Sep,69.15,61.29,4.15,6.29,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,10,Oct,69.73,61.63,4.73,6.63,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,11,Nov,70.16,61.4,5.16,6.4,High
8,Marine Lines,Mumbai,Commercial,65,55,2020,12,Dec,70.76,62.16,5.76,7.16,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,1,Jan,72.82,64.02,7.82,9.02,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,2,Feb,72.89,63.97,7.89,8.97,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,3,Mar,73.2,64.4,8.2,9.4,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,4,Apr,73.25,64.04,8.25,9.04,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,5,May,73.09,64.25,8.09,9.25,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,6,Jun,71.99,63.66,6.99,8.66,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,7,Jul,71.54,63.14,6.54,8.14,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,8,Aug,71.9,63.44,6.9,8.44,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,9,Sep,72.96,63.39,7.96,8.39,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,10,Oct,72.55,64.01,7.55,9.01,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,11,Nov,73.1,64.37,8.1,9.37,High
8,Marine Lines,Mumbai,Commercial,65,55,2021,12,Dec,73.28,64.03,8.28,9.03,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,1,Jan,75.58,66.22,10.58,11.22,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,2,Feb,75.45,65.9,10.45,10.9,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,3,Mar,75.72,66.13,10.72,11.13,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,4,Apr,76.11,66.23,11.11,11.23,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,5,May,75.85,66.33,10.85,11.33,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,6,Jun,74.76,65.04,9.76,10.04,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,7,Jul,74.21,64.92,9.21,9.92,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,8,Aug,74.31,65.36,9.31,10.36,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,9,Sep,74.66,65.41,9.66,10.41,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,10,Oct,74.69,65.85,9.69,10.85,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,11,Nov,75.49,66.33,10.49,11.33,High
8,Marine Lines,Mumbai,Commercial,65,55,2022,12,Dec,75.41,66.04,10.41,11.04,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,1,Jan,76.77,67.32,11.77,12.32,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,2,Feb,76.47,66.86,11.47,11.86,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,3,Mar,76.88,66.94,11.88,11.94,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,4,Apr,76.87,67.14,11.87,12.14,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,5,May,77.52,67.09,12.52,12.09,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,6,Jun,75.74,66.06,10.74,11.06,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,7,Jul,75.76,65.7,10.76,10.7,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,8,Aug,75.43,66.18,10.43,11.18,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,9,Sep,76.37,66.39,11.37,11.39,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,10,Oct,76.23,67.08,11.23,12.08,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,11,Nov,76.17,66.46,11.17,11.46,High
8,Marine Lines,Mumbai,Commercial,65,55,2023,12,Dec,76.93,66.9,11.93,11.9,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,1,Jan,77.09,67.74,12.09,12.74,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,2,Feb,77.27,67.29,12.27,12.29,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,3,Mar,77.02,67.67,12.02,12.67,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,4,Apr,77.9,67.68,12.9,12.68,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,5,May,78.45,67.69,13.45,12.69,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,6,Jun,75.94,66.66,10.94,11.66,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,7,Jul,76.09,66.65,11.09,11.65,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,8,Aug,76.23,66.77,11.23,11.77,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,9,Sep,76.22,67.29,11.22,12.29,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,10,Oct,77.08,67.52,12.08,12.52,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,11,Nov,77.4,67.59,12.4,12.59,High
8,Marine Lines,Mumbai,Commercial,65,55,2024,12,Dec,77.67,67.69,12.67,12.69,High
9,Charni Road,Mumbai,Residential,55,45,2020,1,Jan,71.89,61.67,16.89,16.67,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,2,Feb,71.56,61.34,16.56,16.34,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,3,Mar,71.67,61.59,16.67,16.59,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,4,Apr,71.8,61.86,16.8,16.86,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,5,May,72.19,61.41,17.19,16.41,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,6,Jun,70.74,60.46,15.74,15.46,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,7,Jul,70.65,60.27,15.65,15.27,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,8,Aug,70.47,60.12,15.47,15.12,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,9,Sep,70.76,60.32,15.76,15.32,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,10,Oct,70.92,61.25,15.92,16.25,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,11,Nov,71.84,61.39,16.84,16.39,Critical
9,Charni Road,Mumbai,Residential,55,45,2020,12,Dec,71.51,61.39,16.51,16.39,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,1,Jan,73.9,63.07,18.9,18.07,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,2,Feb,74.15,63.28,19.15,18.28,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,3,Mar,73.83,63.21,18.83,18.21,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,4,Apr,74.26,62.99,19.26,17.99,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,5,May,74.33,63.46,19.33,18.46,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,6,Jun,72.6,62.44,17.6,17.44,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,7,Jul,73.14,62.43,18.14,17.43,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,8,Aug,72.63,62.51,17.63,17.51,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,9,Sep,73.52,62.88,18.52,17.88,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,10,Oct,73.62,62.87,18.62,17.87,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,11,Nov,74.01,63.28,19.01,18.28,Critical
9,Charni Road,Mumbai,Residential,55,45,2021,12,Dec,74.27,63.43,19.27,18.43,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,1,Jan,75.81,64.49,20.81,19.49,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,2,Feb,75.7,64.44,20.7,19.44,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,3,Mar,76.12,64.36,21.12,19.36,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,4,Apr,76.32,64.74,21.32,19.74,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,5,May,75.8,64.8,20.8,19.8,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,6,Jun,74.4,63.88,19.4,18.88,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,7,Jul,74.36,63.49,19.36,18.49,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,8,Aug,74.39,64.13,19.39,19.13,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,9,Sep,75.22,64.09,20.22,19.09,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,10,Oct,75.21,64.32,20.21,19.32,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,11,Nov,75.58,64.3,20.58,19.3,Critical
9,Charni Road,Mumbai,Residential,55,45,2022,12,Dec,75.52,64.27,20.52,19.27,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,1,Jan,76.32,65.23,21.32,20.23,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,2,Feb,75.86,65.21,20.86,20.21,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,3,Mar,75.83,64.71,20.83,19.71,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,4,Apr,76.57,65.41,21.57,20.41,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,5,May,77.21,65.31,22.21,20.31,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,6,Jun,75.52,64.29,20.52,19.29,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,7,Jul,74.85,64.28,19.85,19.28,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,8,Aug,75.3,63.88,20.3,18.88,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,9,Sep,75.84,64.78,20.84,19.78,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,10,Oct,75.71,64.88,20.71,19.88,Critical
9,Charni Road,Mumbai,Residential,55,45,2023,11,Nov,76.25,65.05,21.25,20.05,Critical
